"Author","Title","Publisher","Date","Pages","Library","Location","Internet (eBooks)","Notes","id"
"Luther, Martin","A Commentary on St. Paul's Epistle to the Galatians","London: B. Blake",1836,"476 pp.","B","Wea, AU, LSU","Goo,Gute,CCEL","Numerous eds.",999
"Luther, Martin","Das Luther-Jubilaums - Buchlein zum 400sten Geburstag Dr. Martin Luthers [Germ]","Reading, Penn.: Pilger-deutschen Reformators",1883,"40 pp.","B","AU, Duke",,,1000
"Macandrew, Barbara Miller","Ezekiel and Other Poems","NY: T. Nelson and Sons",1871,"249 pp.","C","BostonPL, Emory","Arch",,1001
"Macaulay, Thomas B.","Critical and Miscellaneous Essays","Phila.: Carey and Hart","1842-44","5 Vols.","A","LC, AU, LLU, LSU","Arch",,1002
"Macaulay, Thomas B.","The History of England from the Accession of James the Second","NY: Harper & Bros. Pub.",1851,"4 Vols.","C","Wea, AU, LLU, LSU","Goo,Arch",,1003
"MacBeth, John W.","The Might and Mirth of Literature","NY: Harper and Bros.",1875,"542 pp.","C","LC, OC, Purdue","Arch",,1004
"Macculloch, Robert","Lectures on the Prophecies of Isaiah","London: J. Johnson","1791-1804","4 Vols.","C","AU","Goo",,1005
"MacDonald, Arthur","Criminology","NY: Funk and Wagnalls","c.1892","416 pp.","B","WE, AU, UMich","Goo",,1006
"Macdonald, James C.","Chronologies and Calendars","London: W. Andrews and Co.",1897,"118 pp.","C","LC, Berkeley","Goo",,1007
"Macduff, John R.","Memories of Olivet","NY: R. Carter and Bros.",1868,"373 pp.","A,B,C","BostonPL, AU, PUC","Arch","3 copies",1008
"Macduff, John R.","Memories of Patmos","NY: R. Carter and Bros.",1871,"352 pp.","A","AU, LSU, PUC","Goo","2 copies",1009
"Macduff, John R.","Morning Watches and Night Watches","London: J. Nisbet & Co.",1877,"255 pp.","A","LC, Wea, AU","MOA",,1010
"Macduff, John R.","St. Paul in Rome [Sermons preached in 1871]","London: J. Nisbet & Co.",1872,"341 pp.","B","UTS, AU, LSU","Goo",,1011
"Macduff, John R.","Sunset on the Hebrew Mountains","NY: R. Carter and Bros.",1862,"317 pp.","A,H","NYPL, AU, LLU","Goo",,1012
"Macduff, John R.","The Mind and Words of Jesus","NY: R. Carter and Bros.",1866,"128, 126 pp.","A","LC, AU","Goo",,1013
"Macduff, John R.","The Mind of Jesus","NY: R. Carter and Bros.",1859,"132 pp.","A","LC","Goo",,1014
"Macduff, John R.","The Prophet of Fire, or, The Life and Times of Elijah with their Lessons","London: J. Nisbet and Co.",1864,"351 pp.","C","UTS, WEa","Goo",,1015
"Macduff, John R.","The Words of Jesus","Boston: American Tract Societ","186?","127 pp.","A","LC","Goo",,1016
"MacIntyre, Ronald G.","Elijah and Elisha: Prophets of Israel","Edinburgh: T. & T. Clark",1898,,"A,B,C","WE, UChicago, MBI","Arch",,1017
"MacKay, Alexander","The Story of Naaman","London: Hodder and Stoughton",1882,"140 pp.","C","UTexas (Austin)","Goo",,1018
"Maclaren, Ian and J. William Buel","Illustrated Bible Stories for Young and Old","London, NY: Syndicate Publ. Co.",1913,"779 pp.","B","LC, AU",,,1019
"MacLeod, Alexander","see McLeod, Alexander",,,,,,,,1020
"Macleod, Norman I., ed.","Moral and Religious Anecdotes, 4th ed.","London: Simpkin, Marshall, Hamilton, Kent & Co.",1891,"400 pp.","A","LC, OC",,"4th ed. is a revision of Arvine; Cheever, Cyclopedia of Moral and Religious Anecdotes",1021
"MacMillan, Hugh","Our Lord's Three Raisings from the Dead","Glasgow: James MacLehose",1876,"350 pp.","A,(B),H","WE, AU, LSU","Arch","2 copies",1022
"Magan, Percy T.","The Peril of the Republic of the United States of America","Chicago: Fleming H. Revell",1899,"196 pp.","C","SDA",,,1023
"Magie, David","The Spring-Time of Life; or, Advice to Youth","NY: American Tract Society",1855,"348 pp.","A,H","WE, LC, Emory, AU","DBI",,1024
"M'Allister","see McAllister, Mrs.",,,,,,,,1025
"Mann, A. Nicolao","De Veris Annis D. N. Jesu Christi Natali et Emortuali Dissertationes Duae Chronologicae","London: J. Bettenham",1742,"252 pp.","B","WE, Yale",,,1026
"Mann, Horace","A Few Thoughts for a Young Man: A Lecture","Boston: Ticknor and Fields",1855,"96 pp.","A,H","WE, AU","Goo",,1027
"Mann, Horace","Lectures on Various Subjects, Comprising a Few Thoughts for a Young Man","NY: Fowler and Wells",1864,"1 Vol.","(A)","WE, UChic., MichState",,"Several of Mann's works bound together in 1 vol.",1028
"March, Daniel","Home Life in the Bible","Phila.: Ziegler and McCurdy",1873,"626 pp.","B","AU, LLU","Goo",,1029
"March, Daniel","Night Scenes in the Bible","Phila.: Zeigler and McCurdy",1872,"544 pp.","B","WE, AU, LLU, LSU","Arch","EGW Letter 60, 1878 mentions this book",1030
"March, Daniel","Our Father's House, or, The Unwritten Word","Phila.: Ziegler and McCurdy",1870,"560 pp.",,"Wea, AU, LLU, LSU","Goo,Arch",,1031
"March, Daniel","Walks and Homes of Jesus","Phila.: Presbyterian Publication Committee",1866,"339 pp.","B","WE, AU, LLU","Goo",,1032
"Marshall, Emma","Dewdrops and Diamonds","NY: Robert Carter & Bros.",1881,,"A","BostonPL",,,1033
"Martin, Hugh","The Prophet Jonah, His Character and Mission to Ninevah","London: NY, A. Strahan",1866,"460 pp.","C","LSU","Arch",,1034
"Martin, John","see Westall and Martin",,,,,,,,1035
"Martyn, Sarah T.S.","The English Exile: or, William Tyndale at Home and Abroad","NY: American Tract Society",1867,"237 pp.","A","AU, GTU","Hathi","Spine title: Times of William Tyndale",1036
"Martyn, W. Carlos","A History of the English Puritans","NY: American Tract Society",1867,"496 pp.","(A),B","WE, AU, LSU, PUC","Goo,MOA","Vol. 4 of The Great Reformation Series",1037
"Martyn, W. Carlos","A History of the Huguenots","NY: American Tract Society",1866,"528 pp.","(A),B","WE, AU, LSU, PUC","MOA","Vol. 3 of The Great Reformation Series",1038
"Martyn, W. Carlos","History of the Reformation","NY: American Tract Society","1866-1868","5 Vols.","C",,,,1039
"Martyn, W. Carlos","The Dutch Reformation","NY: American Tract Society",1868,"823 pp.","B","WE, AU, LSU","Goo","Vol. 2 of The Great Reformation Series",1040
"Martyn, W. Carlos","The Life and Times of Martin Luther","NY: American Tract Society",1866,"550 pp.","B","WE, AU, LLU, PUC","Arch","Vol. 1 of The Great Reformation Series",1041
"Mathews, William","Getting on in the World; or, Hints on Success in Life","Chicago: S. C. Griggs & Co.",1872,"365 pp.","A","LC, AU, LLU, LSU","Goo",,1042
"Mathiez, Albert","La Revolution et L'Eglise; etudes critiques et documentaires","Paris: A. Colin",1910,"307 pp.","B","LC, AU","Arch",,1043
"Matteson, J.G.","Matteson's Life, An Autobiography (in Danish-Norwegian)",,1908,,"B","SDA",,"English edition published by Pacific Press in 1890.",1044
"Matteson, J.G.","Prophecies of Jesus","Battle Creek, Mi.: Intern. Tract Society",1896,"566 pp.","C","WE, AU, LLU","Goo","German ed. on Crisler list",1045
"Maurice, Frederick D.","The Patriarchs and Lawgivers of the Old Testament","London: Macmillan and Co.",1867,"347 pp.","B","WE, AU, LLU","Goo",,1046
"Mayhew, Ira","Mayhew's Practical Book-Keeping","Boston: Nichols and Hall",1860,"238 pp.","A",,"MOA",,1047
"McAllister, Mrs. M.E.","Sunshine Among the Clouds; or, Extracts from Experience","Cincinatti: Hitchcock and Walden",1873,"243 pp.","C","LC, Umich","Goo",,1048
"McCabe, James D.","Cross and Crown, or, The Sufferings ... of ... Men and Women Persecuted for Jesus Christ","Phila.: Jones Bros. & Co.",1880,"619 pp.","A","AU, LLU","Goo",,1049
"McCrie, Thomas","History of the Progress and Suppression of the Reformation in Italy in the 16th Century","Phila.: Pres. Board of Publ.",1842,"412 pp.","C","Wea, AU, LLU","Goo",,1050
"McCrie, Thomas","History of the Progress and Suppression of the Reformation in Spain in the 16th Century","Phila.: Pres. Board of Publ.",1842,"314 pp.","C","AU, LSU","Goo,Arch,DBI","1st publ. 1829",1051
"McCrie, Thomas","Lectures on the Book of Esther","Edinburgh: W. Blackwood",1838,"304 pp.","C","Fullelr, Harv.","Arch",,1052
"McCrie, Thomas","The Provincial Letters of Blaise Pascal, ed. O. W. Wight","NY: Hurd and Houghton",1866,"470 pp.","(B)","WE, AU, LSU, PUC","Goo,Arch",,1053
"McCurdy, James F.","History, Prophecy, and the Monuments, or, Israel and the Nations","NY: Macmillan and Co.",1894,"2 Vols.","C","Wea, AU, LSU, PUC","Goo","Only Vol. 1 on inventory",1054
"McEwan, Thomas","The Book of Esther, Illustrative of Character and Providence","Edinburgh: A. Elliot",1877,"220 pp.","C","Yale (micro.)",,,1055
"McGhee, Robert J.","Expository Lectures on the Epistle to the Ephesians","NY: R. Carter",1853,,"C","AU","Goo",,1056
"McKibbin, Mrs. Alma E.","Bible Lessons, vols. 1-3 (out of 4 vols.)","Mountain View; Pacific Press Publ. Assn.","1909-1912","4 vols.","C","SDA, LSU, WE (v.3)",,"Book 3 ""The Life of Jesus"" at WE",1057
"McNeile, Hugh","The Prophecies Relative to the Jewish Nation. Lectures on the Second Advent. Collected Works","London: The Christian Book Society",1878,"442 pp.","C","AU","Goo","AU copy has title: Prospects of the Jews",1058
"McWilliam, Thomas","Speakers for God: Being Plain Lectures on the Minor Prophets","London: H.R. Allenson",1902,"356 pp.","C","Wea, GTU",,,1059
"Mede, Joseph","The Works of the Pious and Profoundly Learned Joseph Mede...","London: R. Norton",1672,"923 pp.","C","AU, LLU",,"3rd ed.",1060
"Melvill, Henry","Sermons by Henry Melvill B.D., ed. C.P. McIlvaine","NY: Stanford & Swords",1844,"561 pp.","A,B, C","WE, AU, LLU","Goo","also in 2 vols., 1872, on Crisler list �",1061
"Melvill, Henry","Sermons on Certain of the Less Prominent Facts and References in Sacred Story","London: F. and J. Rivington",1845,"2 vols.","C","AU",,"Inventory: 2 vols.",1062
"Melvill, Henry","The Golden Lectures ... Selected from the Penny Pulpit","London: J. Paul","1851-1857","7 Vols.","C","AU",,,1063
"Mendenhall, J.W.","Echoes from Palestine","Cincinnati: Cranston and Stowe; NY, Phillips and Hunt",1888,"736 pp.","C","Wea, OC, Asbury",,"1st publ. 1883",1064
"Mendham, John, tr.","The Seventh General Council of the Second of Nicaea","London: William E. Painter","n.d.","468 pp.","B","WE, AU","Goo",,1065
"Menzies, Mrs. Stephen","How to Mark Your Bible","London: S. W. Partridge","[1891]","175 pp.","B","OC, Wea, AU",,,1066
"M'Ewan","see McEwan, Thomas",,,,,,,,1067
"Meyer, F.B.","Christ in Isaiah: Expositions of Isaiah XL-LV","NY: Fleming H. Revell Co.",1895,"243 pp.","B","WE, AU, LLU",,,1068
"Meyer, F.B.","Elijah: And the Secret of His Power","London: Morgan & Scott","n.d.","187 pp.+ads.","A,B,C","WE, AU, LLU, PUC","Arch",,1069
"Meyer, F.B.","Secret of Guidance","Chicago: Bible Institute Colportage Assn.",1896,"125 pp.","A","UTS, Wea, AU, LLU","DBI,CCEL",,1070
"Meyer, Heinrich A.W.","Critical and Exegetical Handbook to the Acts of the Apostles, tr. W.P. Dickson","NY: Funk and Wagnalls",1886,"512 pp.","B","WE, AU","Goo",,1071
"Middleton, Erasmus","A Commentary on Saint Paul's Epistle to the Galatians","London: B. Blake",1836,"476 pp.","(B)","WE, AU, LSU","Goo",,1072
"Mignet, Francois A.M.E.","History of the French Revolution, from 1789 to 1814","NY: G. & C. Carvill",1827,"447 pp.","B","AU, PUC","Goo",,1073
"Miller, Edward","The History and Doctrines of Irvingism, or, of the So-called Catholic and Apostolic Church","London: C.K. Paul & Co.",1878,"2 Vols.","C","AU","Arch",,1074
"Miller, Eli Peck","A Treatise on the Cause of Exhausted Vitality, or, Abuses of the Sexual Function","Boston: E.P. Woodward & Co.",1867,"131 pp.","A,B","WE, LLU, Yale","Goo",,1075
"Miller, James R.","Home-making","Phila.: Presbyterian Board of Publication","1912 c.1882","310 pp.","B","AU, LLU, LSU","DBI",,1076
"Miller, James R.","Week-Day Religion","Phila.: Presbyterian Bd. of Publ.",1880,"315 pp.","(B)","WE, AU, LLU, LSU","Arch",,1077
"Miller, Kelly","Race Adjustment: Essays on the Negro in America","NY: Neale Publ. Co.",1908,"306 pp.","S",,"Arch","Both AU and LLU have 1968 reprint",1078
"Miller, Samuel","Thoughts on Public Prayer","Phila.: Pres. Board of Publ.",1849,"306 pp.","C","AU, LLU","Goo",,1079
"Miller, William","A Lecture on the Typical Sabbaths and Great Jubilee","Boston: J.V. Himes",1842,"33 pp.","B","AU, LLU, PUC",,"2nd copy (2nd Advent Libr., V.3, no.5)",1080
"Miller, William","Brother Miller's Dream, ed. J. White",,1850,"11 pp.","B","WE, AU, LLU",,,1081
"Miller, William","Evidence from Scripture and History of the Second Coming of Christ about the Year 1843","Troy, N.Y.: Kemble & Hooper",1836,"226 pp.","B","Wea, AU, LLU, LSU","Goo","Also, (Troy, NY: Elias Gatles, 1838, 280 pp. And, Boston: B. B. Mussey, 1840), 300 pp.WE",1082
"Miller, William","Letter to Joshua V. Himes on the Cleansing of the Sanctuary","Boston: Joshua V. Himes",1842,"16 pp.","B","WE, AU, LLU, LSU",,"2nd Advent Lib. No. 9",1083
"Miller, William","Synopsis of Miller's Views","Boston: Joshua V. Himes",1843,"36 pp.","B","WE, AU, LLU, PUC",,,1084
"Milman, Henry H.","The History of Christianity, from the Birth of Christ to the Abolition of Paganism in the Roman Empire","NY: Harper and Bros.",1841,"528 pp.","C","AU, LLU, LSU","Goo",,1085
"Milman, Henry H.","The History of the Jews, from the Earliest Period Down to Modern Times","NY: Hurd and Houghton; Boston: W. Veazie",1864,"3 Vols.","C","Wea, AU","Goo",,1086
"Milton, John","Paradise Lost",,,,"A",,"Goo,CCEL","Many editions--about 200, between 1830 and 1899",1087
"Mitchell, Edward C.","The Critical Handbook of the Greek New Testament","NY: Harper and Bros.",1896,"270 pp.","C","AU","Goo","1st publ. 1884",1088
"Mitchell, John","My Mother, or, Recollections of Maternal Influence","NY: W.H. Hyde",1849,"240 pp.","A","LC, Emory, Harv., AU","Goo","Also publ. by Gould & Lincoln, Boston, 1855",1089
"Mitchell, John M.","Foreign Missions of the Protestant Churches; their State and Prospects","NY: Fleming H. Revell",1888,"115 pp.","B","AU","Arch",,1090
"M'Leod","see McLeod, Alexander",,,,,,,,1091
"Mombert, Jacob I.","English Versions of the Bible","London: S. Bagster",1890,"509 pp.","C","AU, LLU, PUC","Goo","1st publ. 1883; PUC copy has fuller title: A Handbook of the English Versions of the Bible",1092
"Monod, Adolphe","Saint Paul: Five Discourses, tr. J.H. Myers","Andover: Warren F. Draper",1876,"191 pp.","B","WE, AU, Harv.","Goo",,1093
"Moody, Dwight L.","Anecdotes and Illustrations of D.L. Moody, compiled by J.B. McClure","Chicago: Rhodes & McClure",1877,"192 pp.","A","LC, AU, LLU, LSU","Goo","Cover title: Moody's Anecdotes",1094
"Moody, Dwight L.","Daniel the Prophet","Chicago: F.H. Revell","c1884","60 pp.","B","WE, LC, AU","Arch",,1095
"Moody, Dwight L.","Heaven; where it is. . .and how to get there","Chicago: Bible Institute Colportage Assn.",1887,"119 pp.","A","LC, AU, LSU","Goo",,1096
"Moody, Dwight L.","Moody's Talks on Temperance: with anecdotes and incidents . . .","NY: National Temperance Society",1877,"248 p.","A","LC, WMich, LLU, Union","Goo","Ed. by James B. Dunn",1097
"Moody, Dwight L.","Short Talks","Chicago: F.H. Revell Co.",1900,"127 pp.","A","LC, AU","Arch",,1098
"Moon, George W.","Ecclesiastical English, Part II of ""The Revisers' English""","London: Hatchards",1886,"214 pp.","C",,"Goo,Arch",,1099
"Moon, George W.","The Revisers' English","London: Hatchards",1882,"145 pp.","C",,"Goo",,1100
"Moore,","Haggai, Zechariah, Malachi - see Dods, Marcus",,,,,,,,1101
"Moore, Mrs. H.J.","Golden Legacy; a Story of Life's Phases","NY: D. Appleton and Co.",1857,"382 pp.","A","LC, NYPL, AU","Goo,DBI",,1102
"Moorshead, R. Fletcher","The Appeal of Medical Missions","NY: Fleming H. Revell Co.","n.d.","224 pp.","B","WE, AU","Hathi",,1103
"More, Hannah","The Works of Hannah More, 1st complete Amer. ed.","NY: Harper & Bros.",1843,"2 Vols.","C","WE, AU, LLU","Goo",,1104
"Morgan, Albert T.","Yazoo: or, On the Picket Line of Freedom in the South","Washington, D.C.: A.T. Morgan",1884,"512 pp.","B","LC, Wem, AU","Goo",,1105
"Morgan, Henry","Boston Inside Out! Sins of a Great City!","Boston: Shawmut Publ. Co.",1880,"524 pp.","A","LC, OSU, UCLA, AU","Goo",,1106
"Morgan, Henry","Key and Sequel to ""Boston Inside Out""","Boston: Shawmut Publ. Co.",1883,"408 pp.","A","Harv., AU",,,1107
"Morris, Herbert W.","Science and the Bible; or, The Mosaic Creation and Modern Discoveries","Philadelphia: Ziegler & McCurdy",1871,"566 pp.","A","AU, LLU, LSU","Goo",,1108
"Morrison, Charles","The Question, Will Christ's Reign During the Millenium be Personal?","Edinburgh: William Oliphant and Son",1839,"128 pp.","B","WE, DTS",,,1109
"Morrison, J. H.","A Straight Talk to Old Brethren: With a Few Observations on Bible Organization","N.p.: n.p.","1913?","224 pp.","(B)","SDA, WE",,,1110
"Mosheim, J.L. von","Institutes of Ecclesiastical History, tr. J. Murdock","NY: R. Carter & Bros.",1874,"4 Vols.","C","WE, AU, LLU, LSU","Arch,MOA",,1111
"Moulton, Richard G., ed.","The Modern Reader's Bible","NY: The Macmillan Co.","1898-1905","20 vols.","C","AU, LLU, LSU","Goo","10 vols. on inventory",1112
"Moulton, William F.","The History of the English Bible","London: NY, Cassell, Petter and Galpin",1878,"232 pp.","C","Wea, AU, PUC","Goo",,1113
"Muller, George","The Life of Trust, ed. H.L. Wayland","Boston: Gould and Lincoln",1862,,"C","AU, LSU, PUC","Arch,MOA",,1114
"Mulock, Miss","Sermons Out of Church","Toronto and Detroit: Belford Bros.",1876,"206 pp.","A,H","WE, AU","Arch",,1115
"Munger, C.","The Chronology of Bible History, and How to Remember It","NY: Phillips and Hunt",1876,"32 pp.","C","Emory, Drew",,,1116
"Munhall, Leander W.","The Highest Critics vs. the Higher Critics","NY: F.H. Revell",1892,"199 pp.","C","AU, LLU, PUC","Arch",,1117
"Murphy, Edgar G.","Problems of the Present South","NY: Macmillan",1904,"335 pp.","S","NYPL, AU","Goo",,1118
"Murphy, Edgar G.","The Basis of Ascendency","NY: Longmans, Green, & Co.",1909,,"S","OC","Goo",,1119
"Murray, Andrew","Abide in Christ; Thoughts of the Blessed Life of Fellowship...","Chicago: Fleming H. Revell","n.d.","223 pp.","A,B","WE, AU, LLU, LSU, PUC","Goo",,1120
"Murray, Andrew","The Two Covenants and the Second Blessing","NY: Fleming H. Revell","1898-1899","206 pp.","A","U.Chicago",,,1121
"Myers, Sarah Ann","The Baron's Children","Philadelphia: Lindsay and Blakiston","1850s","265 pp.","A","Vanderb., KentState",,,1122
"Myers, Thomas","Conciones Basilicae on the Second Advent. Sermons Delivered During ... Advent 1843...","London:",1844,,"C","AU",,,1123
"Narfon, Julien de","Pope Leo XIII: His Life and Work, tr. G.A. Raper","London: Chapman and Hall, Ltd.",1899,"237 pp.","B","WE, Princeton, AU","Goo",,1124
"Neander, August","General History of the Christian Religion and Church, tr. J. Torrey","Boston: Crocker and Brewster","1849-54","5 Vols.","C","AU, LLU, LSU, PUC","Goo,MOA","Also, German Original, 8 Vols.",1125
